task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, web pages, electronic pathfinders, software programs, and online tutorials.",0.6333333333333333,,,,0.3666666666666666,,
"develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.",0.8582089552238805,,,,0.1417910447761194,,
"develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",0.6901408450704225,,,,0.30985915492957744,,
"develop, standardize, evaluate, or modify procedures, techniques, or tests used in the analysis of specimens or in medical laboratory experiments.",,,,,1.0,,
"devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",0.657142857142857,,,,0.34285714285714286,,
"devise or evaluate methods and procedures for collecting data, such as surveys, opinion polls, and questionnaires.",0.7727272727272727,,,,0.22727272727272727,,
"devise scalable recovery, purification, or fermentation processes for producing proteins or other biological substances for human or animal therapeutic use, food production or processing, biofuels, or effluent treatment.",,,,,1.0,,
"devise trading, option, or hedge strategies.",0.7237569060773481,,0.13812154696132597,,0.13812154696132597,,
"diagnose and correct problems from remote locations, using special switchboards to find the sources of problems.",0.2916666666666667,0.6388888888888888,,,0.06944444444444445,,
"diagnose diseases or study medical conditions using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, and molecular biology.",0.6703296703296702,,,,0.1648351648351648,,0.1648351648351648
"diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",0.36737436173071747,0.39559258263907554,0.09231389411448536,0.08384842784197795,,0.0083310937919914,0.052539639881752226
"direct and coordinate construction, erection, or decoration activities in order to ensure that sets or exhibits meet design, budget, and schedule requirements.",,,,,1.0,,
"direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or in performing services for customers.",0.8604651162790699,,,,0.13953488372093023,,
"direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or performing specific services.",0.9444444444444444,,,,0.05555555555555555,,
"direct crop production operations, such as planning, tilling, planting, fertilizing, cultivating, spraying, or harvesting.",0.625,,,,0.375,,
"direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",0.7083333333333335,,,,0.2916666666666667,,
"direct live broadcasts, films and recordings, or non-broadcast programming for public entertainment or education.",0.58375,0.20375,,0.03125,0.0025,0.17875,
direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,0.875,,,,0.125,,
direct or coordinate activities of project personnel.,0.8833333333333333,,,,0.11666666666666665,,
"direct or coordinate an organization's financial or budget activities to fund operations, maximize investments, or increase efficiency.",,,,,1.0,,
direct or provide home health services.,0.6851851851851852,,,,0.3148148148148148,,
"direct rehearsals to instruct dancers in how to use dance steps, and in techniques to achieve desired effects.",0.5777777777777777,,,,0.4222222222222222,,
direct software programming and development of documentation.,0.647834274952919,0.09981167608286252,0.030131826741996236,0.10734463276836155,0.013182674199623353,0.1016949152542373,
direct studio productions.,0.64,,,,0.36,,
"direct, coordinate, organize, or prioritize biological laboratory activities.",0.75,,,,0.25,,
"direct, plan, or implement policies, objectives, or activities of organizations or businesses to ensure continuing operations, to maximize returns on investments, or to increase productivity.",,,,,1.0,,
discuss data presentation requirements with clients.,0.7166666666666667,,,,0.28333333333333327,,
discuss the treatment of problems with clients.,0.090625,0.10625,0.2,0.5171875,,0.0453125,0.040625
"display commercial, industrial, agricultural, and residential properties to clients and explain their features.",0.7910447761194029,,,0.12437810945273632,0.0845771144278607,,
"disseminate information regarding tools, reports, or metadata enhancements.",0.6228070175438597,,0.20175438596491221,0.14035087719298245,0.03508771929824561,,
"document account activities, generate reports, and keep records of business transactions with customers and suppliers.",0.9166666666666665,,,,0.08333333333333331,,
"document activities and record information, such as the numbers of applications completed, presentations conducted, and persons assisted.",0.7777777777777779,,,,0.2222222222222222,,
"document all database changes, modifications, or problems.",0.4792013311148087,0.1913477537437604,0.07321131447587355,0.08652246256239601,,0.04658901830282862,0.12312811980033278
"document and communicate database schemas, using accepted notations.",0.5964125560538116,0.03736920777279522,0.16143497757847533,0.08819133034379671,,0.03736920777279522,0.07922272047832586
document and maintain records of precision agriculture information.,0.8636363636363636,,,,0.13636363636363635,,
"document computer security and emergency measures policies, procedures, and tests.",0.7530364372469636,,0.08502024291497974,,0.097165991902834,0.06477732793522267,
