task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Confer with clients, editors, publishers, or producers to discuss changes or revisions to written material.",0.11109999999999999,0.0,0.0,0.018500000000000003,0.7222,0.1481,0.0
"Confer with clients, editors, writers, art directors, and other interested parties regarding the nature and content of artwork to be produced.",0.0,0.5385,0.0,0.0,0.46149999999999997,0.0,0.0
"Confer with co-workers to obtain information about orders, processes, or problems.",0.2963,0.1481,0.037000000000000005,0.2593,0.1481,0.11109999999999999,0.0
Confer with colleagues to formulate positions and strategies pertaining to pending issues.,0.3125,0.2188,0.0,0.0625,0.375,0.0313,0.0
"Confer with company officials to develop methods and procedures to increase sales, expand markets, and promote business.",0.2039,0.1612,0.066,0.0097,0.5534,0.0058,0.0
"Confer with coworkers to obtain information about orders, processes, or problems.",0.303,0.060599999999999994,0.030299999999999997,0.39390000000000003,0.1818,0.030299999999999997,0.0
Confer with customers and engineers to assess equipment needs and to determine system requirements.,0.4138,0.10339999999999999,0.069,0.2759,0.1379,0.0,0.0
"Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.",0.2311,0.0407,0.5483,0.0493,0.09970000000000001,0.030899999999999997,0.0
"Confer with customers or supervising personnel to address questions, problems, or requests for service or equipment.",0.1159,0.7391,0.028999999999999998,0.07730000000000001,0.038599999999999995,0.0,0.0
Confer with customers to assess customer needs or obtain feedback.,0.2584,0.09,0.0263,0.3778,0.2451,0.0025,0.0
Confer with customers to determine how to tailor materials to their needs.,0.128,0.1306,0.0225,0.1107,0.5804,0.0277,0.0
Confer with customers to determine project requirements or to provide cost estimates.,0.31579999999999997,0.0,0.0,0.0,0.6842,0.0,0.0
Confer with customers to determine the nature of malfunctions.,0.2418,0.2747,0.011000000000000001,0.41759999999999997,0.033,0.022000000000000002,0.0
Confer with customers to determine the nature of problems or to explain repairs.,0.23309999999999997,0.1656,0.0552,0.4294,0.09820000000000001,0.0184,0.0
Confer with department supervisors or other personnel to assess progress and discuss needed changes.,0.3182,0.2727,0.0455,0.1364,0.2045,0.0227,0.0
"Confer with engineers or other personnel to implement operating procedures, resolve system malfunctions, or provide technical information.",0.09519999999999999,0.6667000000000001,0.09519999999999999,0.047599999999999996,0.047599999999999996,0.047599999999999996,0.0
"Confer with management and conduct surveys to identify training needs based on projected production processes, changes, and other factors.",0.40909999999999996,0.1364,0.0455,0.0909,0.3182,0.0,0.0
Confer with network users about solutions to existing system problems.,0.0553,0.7839,0.1231,0.0126,0.0176,0.0075,0.0
Confer with parents and staff to discuss educational activities and policies and students' behavioral or learning problems.,0.2632,0.21050000000000002,0.36840000000000006,0.0,0.15789999999999998,0.0,0.0
"Confer with parents and staff to discuss educational activities, policies, and student behavior or learning problems.",0.21739999999999998,0.1739,0.39130000000000004,0.0435,0.1739,0.0,0.0
"Confer with personnel, such as management, engineering, quality control, customer, or union workers' representatives, to coordinate work activities, resolve employee grievances, or identify and review resource needs.",0.4,0.2,0.0,0.0667,0.3333,0.0,0.0
"Confer with potential customers regarding equipment needs, and advise customers on types of equipment to purchase.",0.1557,0.25,0.3768,0.0183,0.1635,0.0356,0.0
Confer with project personnel to identify and resolve problems.,0.1,0.85,0.0,0.0,0.05,0.0,0.0
"Confer with staff, users, and management to establish requirements for new systems or modifications.",0.0,0.4,0.0,0.025,0.575,0.0,0.0
"Confer with systems analysts, engineers, programmers and others to design systems and to obtain information on project limitations and capabilities, performance requirements and interfaces.",0.0484,0.35479999999999995,0.0645,0.0161,0.5,0.0161,0.0
"Confer with taxpayers or their representatives to discuss the issues, laws, and regulations involved in returns, and to resolve problems with returns.",0.0862,0.4885,0.2874,0.0,0.10339999999999999,0.0345,0.0
"Confer with users to analyze, configure, or troubleshoot applications.",0.0669,0.735,0.0674,0.0174,0.09939999999999999,0.0139,0.0
"Confer with users to discuss issues such as computer data access needs, security violations, and programming changes.",0.1575,0.6027,0.06849999999999999,0.041100000000000005,0.1096,0.020499999999999997,0.0
"Configure and define parameters for installation or testing of local area network (LAN), wide area network (WAN), hubs, routers, switches, controllers, multiplexers, or related networking equipment.",0.29969999999999997,0.44299999999999995,0.12380000000000001,0.0,0.12050000000000001,0.013000000000000001,0.0
Configure information systems to incorporate principles of least functionality and least access.,0.1059,0.45880000000000004,0.0588,0.0118,0.3529,0.0118,0.0
Configure security settings or access permissions for groups or individuals.,0.3346,0.4397,0.07780000000000001,0.015600000000000001,0.1206,0.011699999999999999,0.0
Configure servers to meet functional specifications.,0.25,0.5987,0.06849999999999999,0.0318,0.049400000000000006,0.0016,0.0
Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,0.24789999999999998,0.5299,0.0684,0.0085,0.14529999999999998,0.0,0.0
"Consider such factors as ensemble size and abilities, availability of scores, and the need for musical variety, to select music to be performed.",0.2059,0.1176,0.0,0.0,0.6765000000000001,0.0,0.0
"Construct historical, scientific, and nature visitor-center displays.",0.45280000000000004,0.0189,0.1509,0.0377,0.3396,0.0,0.0
Consult classification manuals to locate information about disease processes.,0.5143,0.0,0.4286,0.0,0.0286,0.0286,0.0
Consult reference books or secure aid of readers to check references with rules of grammar and composition.,0.2069,0.0,0.1379,0.0,0.3448,0.3103,0.0
"Consult sources, such as rate books, manuals, or insurance company representatives, to determine specific charges or information such as rules, regulations, or government tax and tariff information.",0.3625,0.0875,0.2375,0.0125,0.2875,0.0125,0.0
"Consult with advertising agencies or staff to arrange promotional campaigns in all types of media for products, organizations, or individuals.",0.16670000000000001,0.3333,0.09519999999999999,0.0,0.381,0.023799999999999998,0.0
"Consult with and advise government officials, civic bodies, research agencies, the media, political parties, and others concerned with political issues.",0.2232,0.0089,0.4286,0.035699999999999996,0.2321,0.07139999999999999,0.0
"Consult with and advise individuals such as administrators, social workers, and legislators regarding social issues and policies, as well as the implications of research findings.",0.15380000000000002,0.0385,0.4744,0.1026,0.1026,0.1282,0.0
"Consult with and advise physicians, educators, researchers, and others regarding medical applications of physics, biology, and chemistry.",0.20149999999999998,0.0075,0.6119,0.0,0.1119,0.0672,0.0
"Consult with and advise physicians, educators, researchers, government health officials and others regarding medical applications of sciences, such as physics, biology, and chemistry.",0.1852,0.0074,0.6222,0.0148,0.0889,0.0815,0.0
Consult with clients after sales or contract signings to resolve problems and provide ongoing support.,0.054000000000000006,0.5661999999999999,0.115,0.006999999999999999,0.2195,0.0383,0.0
Consult with clients after sales or contract signings to resolve problems and to provide ongoing support.,0.08380000000000001,0.5276,0.1104,0.0123,0.22699999999999998,0.038900000000000004,0.0
Consult with clients to determine functional or spatial requirements of structures.,0.25,0.1,0.0,0.15,0.5,0.0,0.0
"Consult with company officials, sales departments, and advertising agencies to develop promotional plans.",0.15789999999999998,0.0526,0.0,0.0,0.7368000000000001,0.0526,0.0
"Consult with customers or other departments on project status, proposals, or technical issues, such as software system design or maintenance.",0.1656,0.2774,0.20600000000000002,0.0659,0.2547,0.0305,0.0
Consult with end users regarding problems in accessing electronic content.,0.23929999999999998,0.4493,0.1477,0.1263,0.0302,0.0070999999999999995,0.0
"Consult with or provide consultation to other doctors, therapists, or clinicians regarding patient care.",0.24670000000000003,0.0849,0.4562,0.0159,0.1512,0.0451,0.0
"Consult with researchers to analyze problems, recommend technology-based solutions, or determine computational strategies.",0.1343,0.21989999999999998,0.2847,0.0248,0.3194,0.0168,0.0
Contact applicants or creditors to resolve questions about applications or to assist with completion of paperwork.,0.5263,0.0526,0.0,0.0,0.4211,0.0,0.0
Contact carriers for rates or schedules.,0.7033,0.07690000000000001,0.022000000000000002,0.011000000000000001,0.17579999999999998,0.011000000000000001,0.0
Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,0.7092,0.0319,0.0,0.1912,0.0677,0.0,0.0
Contact job applicants to inform them of the status of their applications.,0.6711,0.0658,0.0395,0.0263,0.18420000000000003,0.0132,0.0
Contact new or existing customers to discuss how specific products or services can meet their needs.,0.5875,0.1009,0.0059,0.003,0.30269999999999997,0.0,0.0
Contact prospective customers to present information and explain available services.,0.5826,0.1304,0.0,0.0087,0.2783,0.0,0.0
Contact prospective or existing customers to discuss how services can meet their needs.,0.5929,0.125,0.0,0.0070999999999999995,0.275,0.0,0.0
Contribute to the development or implementation of business unit strategic and operating plans.,0.3165,0.15380000000000002,0.0652,0.0273,0.41869999999999996,0.018500000000000003,0.0
"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",0.1967,0.235,0.0055000000000000005,0.32789999999999997,0.235,0.0,0.0
Converse with customers to determine details of equipment problems.,0.1641,0.18969999999999998,0.0564,0.5128,0.0462,0.0308,0.0
"Convert various types of files for printing or for the Internet, using computer software.",0.5805,0.0725,0.009399999999999999,0.0053,0.33030000000000004,0.0019,0.0
Convert video and audio recordings into digital formats for editing or archiving.,0.7776000000000001,0.0942,0.008100000000000001,0.011399999999999999,0.10710000000000001,0.0016,0.0
Coordinate activities with other supervisory personnel or with other work units or departments.,0.6667000000000001,0.1333,0.0,0.0,0.2,0.0,0.0
Coordinate and link the computer systems within an organization to increase compatibility so that information can be shared.,0.3214,0.39289999999999997,0.0,0.25,0.035699999999999996,0.0,0.0
Coordinate the look and function of product lines.,0.19149999999999998,0.0638,0.0426,0.0213,0.617,0.0638,0.0
