task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",0.669,0.1353,0.0012,0.0053,0.18899999999999997,0.0002,0.0
"Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design.",0.6705,0.1591,0.0,0.0,0.1705,0.0,0.0
"Design, develop, and implement computer applications for use in mining operations such as mine design, modeling, or mapping or for monitoring mine conditions.",0.8345,0.0828,0.0,0.0138,0.069,0.0,0.0
"Design, evaluate, recommend, and approve changes of forms and reports.",0.7595999999999999,0.06269999999999999,0.0034999999999999996,0.0139,0.1568,0.0034999999999999996,0.0
"Design, plan, organize, or direct orientation and training programs for employees or customers.",0.7368000000000001,0.0526,0.0,0.0,0.21050000000000002,0.0,0.0
"Determine a published or broadcasted story's emphasis, length, and format, organizing material accordingly.",0.917,0.0254,0.0004,0.0044,0.0492,0.0036,0.0
"Determine advertising medium to be used, and prepare sample advertisements within the selected medium for presentation to customers.",0.8205,0.0,0.0256,0.0,0.15380000000000002,0.0,0.0
"Determine and certify the eligibility of prospective tenants, following government regulations.",0.9545,0.0,0.0,0.0455,0.0,0.0,0.0
Determine and set product prices.,0.3922,0.598,0.0,0.0,0.0049,0.0049,0.0
Determine clients' eligibility for financial assistance.,0.9367,0.0362,0.0,0.0181,0.0,0.009000000000000001,0.0
"Determine conditions under which tests are to be conducted, as well as sequences and phases of test operations.",0.8837,0.0775,0.0,0.0019,0.0368,0.0,0.0
Determine customers' financial services needs and prepare proposals to sell services that address these needs.,0.75,0.1591,0.0227,0.0682,0.0,0.0,0.0
"Determine formats, approaches, content, levels, and mediums to effectively meet objectives within budgetary constraints, using research, knowledge, and training.",0.8804000000000001,0.042,0.0012,0.0029,0.0694,0.0040999999999999995,0.0
Determine guidelines that specify which source material is acceptable for use.,0.8974,0.0256,0.0,0.0,0.07690000000000001,0.0,0.0
"Determine if inventory quantities are sufficient for needs, ordering more materials when necessary.",0.4648,0.3944,0.0,0.0141,0.1127,0.0141,0.0
"Determine or coordinate treatment plans by requesting laboratory services, reviewing genetics or counseling literature, and considering histories or diagnostic data.",0.9473999999999999,0.0351,0.0,0.0,0.0175,0.0,0.0
"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",0.6808,0.2643,0.0,0.0349,0.02,0.0,0.0
"Determine requirements for treatment, such as type, method and duration of therapy, precautions to be taken, or medication and dosages, compatible with physicians' orders.",0.9344,0.06559999999999999,0.0,0.0,0.0,0.0,0.0
"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.",0.8194,0.1389,0.0,0.0417,0.0,0.0,0.0
"Determine scope, timing, and direction of investigations.",0.8199,0.1226,0.0038,0.0421,0.0077,0.0038,0.0
"Determine size and arrangement of illustrative material and copy, and select style and size of type.",0.8348,0.026099999999999998,0.0,0.0087,0.1304,0.0,0.0
"Determine sources of Web page or server problems, and take action to correct such problems.",0.3295,0.6531999999999999,0.0,0.0029,0.014499999999999999,0.0,0.0
"Determine types or amounts of equipment, vehicles, materials, or personnel required, according to work orders or specifications.",0.9655,0.0,0.0,0.0,0.0345,0.0,0.0
"Determine viability of sites through observation, and discuss site locations and construction requirements with customers.",0.8571,0.07139999999999999,0.0,0.07139999999999999,0.0,0.0,0.0
"Determine whether statistical methods are appropriate, based on user needs or research questions of interest.",0.9151,0.0152,0.0203,0.038,0.0101,0.0013,0.0
"Determine which products should be featured in advertising, the advertising medium to be used, or when the ads should be run.",0.7492,0.06269999999999999,0.009899999999999999,0.0231,0.1386,0.0165,0.0
Determine work assignments and procedures.,0.8695999999999999,0.09570000000000001,0.0087,0.0,0.026099999999999998,0.0,0.0
"Develop Web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",0.9227,0.0349,0.0025,0.0025,0.0374,0.0,0.0
Develop Web sites.,0.7631,0.09119999999999999,0.0036,0.0038,0.1376,0.0006,0.0
"Develop a maintainable code base using object-oriented design principles, practices, or patterns.",0.7709,0.1079,0.0067,0.0011,0.11230000000000001,0.0011,0.0
Develop advertising and other informational materials to be used in subject recruitment.,0.9,0.0167,0.0,0.0167,0.0667,0.0,0.0
"Develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information.",0.7778,0.11109999999999999,0.0,0.0,0.11109999999999999,0.0,0.0
Develop an understanding of customers' needs and take actions to ensure that such needs are met.,0.6934,0.16399999999999998,0.0088,0.0788,0.0538,0.0013,0.0
Develop and coordinate educational programs for residents.,0.7778,0.0,0.0556,0.0,0.16670000000000001,0.0,0.0
"Develop and distribute newsletters, brochures, or other printed materials to share information with patients or medical staff.",0.9189,0.0,0.013500000000000002,0.013500000000000002,0.0541,0.0,0.0
Develop and document database architectures.,0.7962,0.0764,0.0191,0.0,0.10830000000000001,0.0,0.0
Develop and document style guidelines for Web site content.,0.6633,0.051,0.0102,0.0102,0.26530000000000004,0.0,0.0
Develop and implement behavioral management and care plans for clients.,0.9333,0.0667,0.0,0.0,0.0,0.0,0.0
Develop and implement policies and procedures for the operation of a department or establishment.,0.7273000000000001,0.1364,0.0682,0.0,0.0682,0.0,0.0
Develop and implement procedures for identifying advertising needs.,0.6973999999999999,0.10529999999999999,0.0263,0.0789,0.0789,0.0132,0.0
Develop and implement treatment plans based on clinical experience and knowledge.,0.8478,0.087,0.0,0.0,0.0652,0.0,0.0
"Develop and interpret organizational goals, policies, and procedures.",0.68,0.04,0.06,0.08,0.12,0.02,0.0
Develop and maintain client relationships.,0.8181999999999999,0.0909,0.0,0.0909,0.0,0.0,0.0
"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",0.7029000000000001,0.1456,0.0175,0.0097,0.1243,0.0,0.0
"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",0.6953,0.0687,0.0043,0.0,0.2232,0.0086,0.0
Develop and maintain log of surveillance observations.,0.9226000000000001,0.0417,0.0,0.0298,0.006,0.0,0.0
"Develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",0.8398,0.0276,0.0,0.0,0.1326,0.0,0.0
Develop and manage work breakdown structure (WBS) of information technology projects.,0.8957999999999999,0.0365,0.0052,0.015600000000000001,0.0313,0.015600000000000001,0.0
"Develop and organize training manuals, multimedia visual aids, and other educational materials.",0.8329000000000001,0.0329,0.0070999999999999995,0.0024,0.1247,0.0,0.0
"Develop and prescribe exercise programs, such as off-season conditioning regimens.",0.7940999999999999,0.0735,0.0,0.0,0.1176,0.0147,0.0
"Develop and test experimental designs, sampling techniques, and analytical methods.",0.8659,0.061,0.012199999999999999,0.0,0.061,0.0,0.0
Develop application-specific software.,0.7606,0.1016,0.0046,0.0031,0.1301,0.0,0.0
"Develop calibration methodologies, test methodologies, or tools.",0.8764,0.1011,0.0,0.0,0.0225,0.0,0.0
"Develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.",0.596,0.1414,0.0404,0.20199999999999999,0.0202,0.0,0.0
"Develop client treatment plans based on research, clinical experience, and client histories.",0.8112999999999999,0.0755,0.0,0.0189,0.0755,0.0189,0.0
"Develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of products and services.",0.8733,0.0159,0.0022,0.0033,0.1032,0.0022,0.0
Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,0.8518000000000001,0.09050000000000001,0.0,0.005,0.0528,0.0,0.0
"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",0.7373000000000001,0.1343,0.0239,0.011899999999999999,0.08960000000000001,0.003,0.0
Develop cost reduction strategies and savings plans.,0.6364,0.0909,0.12119999999999999,0.0,0.1515,0.0,0.0
Develop curricula and plan course content and methods of instruction.,0.6726000000000001,0.09519999999999999,0.0179,0.035699999999999996,0.1726,0.006,0.0
"Develop customer documentation, such as performance specifications, training manuals, or operating instructions.",0.7726999999999999,0.0682,0.0,0.011399999999999999,0.1477,0.0,0.0
Develop data models and databases.,0.8582,0.0355,0.014199999999999999,0.0,0.0922,0.0,0.0
"Develop defense plans or tactics, using intelligence and other information.",0.3322,0.6628000000000001,0.0,0.0033,0.0,0.0017000000000000001,0.0
"Develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",0.8125,0.0208,0.0208,0.0208,0.11460000000000001,0.0104,0.0
"Develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue to create material.",0.3012,0.6217,0.0014000000000000002,0.0052,0.0691,0.0014000000000000002,0.0
Develop ideas for programs and features that a station could produce.,0.6470999999999999,0.0882,0.0,0.0588,0.1765,0.0294,0.0
"Develop ideas or material for columns or commentaries by analyzing and interpreting news, current issues, or personal experiences.",0.8929,0.07139999999999999,0.035699999999999996,0.0,0.0,0.0,0.0
"Develop instructional materials, such as lesson plans, handouts, or examinations.",0.8924,0.0137,0.0042,0.0068000000000000005,0.0825,0.0003,0.0
"Develop job specifications, job descriptions, or work schedules.",0.92,0.04,0.0,0.0,0.04,0.0,0.0
"Develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.",0.8843000000000001,0.0279,0.013999999999999999,0.002,0.0718,0.0,0.0
Develop marketing campaigns to promote a healthy lifestyle or participation in fitness or wellness programs.,0.8421,0.0526,0.0,0.0,0.10529999999999999,0.0,0.0
"Develop marketing materials, proposals, or presentations to generate new work opportunities.",0.88,0.0,0.08,0.0,0.04,0.0,0.0
Develop marketing or strategic plans for sales territories.,0.75,0.0,0.0625,0.125,0.0625,0.0,0.0
"Develop master course documentation or manuals according to applicable accreditation, certification, or other requirements.",0.82,0.06,0.02,0.0,0.1,0.0,0.0
"Develop methods for integrating different products so they work properly together, such as customizing commercial databases to fit specific needs.",0.6818000000000001,0.1818,0.0227,0.0,0.11359999999999999,0.0,0.0
